x	y
0.97	12.00 
0.752	12.00 
0.74	12.00 
0.552	12.00 
0.786	12.00 
0.979	12.00 
1.019	12.00 
1.148	12.00 
0.557	12.00 
0.543	12.00 
0.921	12.00 
0.889	12.00 
1.039	12.00 
0.832	12.00 
0.576	12.00 
0.846	12.00 
0.774	12.00 
0.837	12.00 
1.676	14.00 
1.52	14.00 
1.475	12.00 
2.214	14.00 
2.384	14.00 
2.103	14.00 
2.102	14.00 
2.025	14.00 
2.126	14.00 
2.125	14.00 
0.928	12.00 
1.225	12.00 
1.745	14.00 
1.679	14.00 
1.61	14.00 
1.27	12.00 
1.235	12.00 
1.241	12.00 
1.271	12.00 
1.546	14.00 
1.38	12.00 
1.388	12.00 
1.719	14.00 
1.699	14.00 
1.65	14.00 
1.639	14.00 
1.462	12.00 
1.55	14.00 
2.112	14.00 
2.159	14.00 
2.498	14.00 
2.692	16.00 
2.378	14.00 
2.422	14.00 
2.399	14.00 
2.218	14.00 
2.162	14.00 
1.785	14.00 
1.934	14.00 
2.593	16.00 
2.269	14.00 
2.421	14.00 
2.244	14.00 
3.031	16.00 
2.789	16.00 
2.852	16.00 
2.935	16.00 
2.424	14.00 
0.883	12.00 
1.214	12.00 
1.332	12.00 
0.829	12.00 
0.924	12.00 
1.038	12.00 
0.795	12.00 
0.729	12.00 
1.271	12.00 
1.019	12.00 
1.406	12.00 
1.329	12.00 
0.92	12.00 
1.194	12.00 
2.088	14.00 
2.1	14.00 
1.997	14.00 
2.328	14.00 
2.344	14.00 
2.152	14.00 
1.875	14.00 
2.297	14.00 
2.303	14.00 
2.333	14.00 
2.456	14.00 
2.373	14.00 
2.146	14.00 
2.286	14.00 
2.295	14.00 
2.054	14.00 
2	14.00 
2.052	14.00 
2.017	14.00 
2.175	14.00 
2.275	14.00 
2.306	14.00 
2.167	14.00 
2.133	14.00 
1.962	14.00 
1.688	14.00 
1.744	14.00 
1.664	14.00 
1.662	14.00 
1.782	14.00 
1.822	14.00 
1.644	14.00 
1.631	14.00 
1.583	14.00 
1.689	14.00 
1.97	14.00 
2.064	14.00 
1.861	14.00 
2.134	14.00 
1.966	14.00 
1.992	14.00 
1.888	14.00 
2.679	16.00 
2.615	16.00 
2.593	16.00 
2.637	16.00 
2.814	16.00 
3.03	16.00 
3.229	16.00 
3.075	16.00 
2.711	16.00 
2.815	16.00 
2.843	16.00 
3.159	16.00 
3.159	16.00 
3.118	16.00 
2.873	16.00 
2.674	16.00 
2.716	16.00 
3.383	16.00 
3.368	16.00 
3.284	16.00 
3.238	16.00 
2.858	16.00 
2.84	16.00 
3.1	16.00 
3.409	16.00 
3.431	16.00 
3.138	16.00 
3.027	16.00 
3.01	16.00 
2.828	16.00 
2.767	16.00 
2.829	16.00 
2.851	16.00 
2.88	16.00 
2.877	16.00 
2.733	16.00 
3.33	16.00 
3.31	16.00 
3.256	16.00 
3.185	16.00 
3.207	16.00 
3.332	16.00 
3.142	16.00 
2.696	16.00 
2.786	16.00 
2.392	14.00 
2.895	16.00 
2.972	16.00 
3.157	16.00 
3.22	16.00 
2.826	16.00 
2.73	16.00 
2.851	16.00 
2.868	16.00 
2.278	14.00 
2.322	14.00 
2.311	14.00 
2.553	16.00 
2.4	14.00 
2.433	14.00 
2.779	16.00 
2.304	14.00 
2.512	16.00 
2.83	16.00 
3.178	16.00 
3.212	16.00 
3.225	16.00 
3.346	16.00 
3.395	16.00 
3.208	16.00 
3.479	16.00 
3.501	18.00 
3.427	16.00 
3.353	16.00 
3.243	16.00 
3.139	16.00 
2.925	16.00 
2.896	16.00 
2.801	16.00 
2.848	16.00 
2.493	14.00 
2.425	14.00 
2.638	16.00 
2.64	16.00 
2.566	16.00 
2.653	16.00 
2.7	16.00 
2.524	16.00 
2.671	16.00 
2.883	16.00 
2.918	16.00 
3.126	16.00 
3.11	16.00 
2.957	16.00 
2.818	16.00 
2.903	16.00 
3.178	16.00 
3.216	16.00 
3.741	18.00 
3.948	18.00 
4.166	18.00 
4.303	18.00 
4.277	18.00 
4.257	18.00 
3.929	18.00 
3.993	18.00 
3.859	18.00 
3.846	18.00 
3.552	18.00 
3.61	18.00 
3.728	18.00 
3.476	16.00 
3.498	16.00 
3.572	18.00 
3.366	16.00 
3.365	16.00 
3.384	16.00 
3.369	16.00 
3.252	16.00 
3.383	16.00 
3.388	16.00 
3.135	16.00 
3.093	16.00 
2.965	16.00 
3.183	16.00 
3.124	16.00 
3.267	16.00 
2.931	16.00 
2.822	16.00 
2.976	16.00 
3.117	16.00 
3.013	16.00 
2.576	16.00 
2.706	16.00 
2.748	16.00 
2.633	16.00 
2.44	14.00 
2.763	16.00 
2.803	16.00 
2.822	16.00 
2.978	16.00 
2.986	16.00 
2.659	16.00 
2.778	16.00 
2.769	16.00 
3.159	16.00 
3.172	16.00 
3.926	18.00 
3.926	18.00 
4.111	18.00 
3.971	18.00 
4.367	18.00 
4.17	18.00 
3.925	18.00 
3.575	18.00 
3.672	18.00 
3.63	18.00 
3.604	18.00 
3.519	18.00 
3.492	16.00 
3.184	16.00 
3.247	16.00 
3.176	16.00 
3.243	16.00 
2.964	16.00 
2.964	16.00 
3.09	16.00 
2.67	16.00 
2.653	16.00 
2.904	16.00 
2.479	14.00 
2.626	16.00 
3.03	16.00 
3.127	16.00 
3.053	16.00 
3.06	16.00 
3.017	16.00 
2.978	16.00 
3.153	16.00 
3.044	16.00 
3.021	16.00 
2.728	16.00 
2.947	16.00 
3.118	16.00 
3.045	16.00 
3.333	16.00 
3.391	16.00 
3.481	16.00 
3.601	18.00 
3.753	18.00 
3.55	18.00 
3.414	16.00 
3.485	16.00 
3.472	16.00 
3.361	16.00 
2.838	16.00 
3.009	16.00 
3.097	16.00 
3.105	16.00 
2.644	16.00 
2.645	16.00 
2.508	16.00 
2.574	16.00 
2.81	16.00 
2.72	16.00 
2.563	16.00 
2.409	14.00 
2.34	14.00 
2.704	16.00 
2.392	14.00 
2.453	14.00 
2.469	14.00 
2.443	14.00 
2.44	14.00 
2.584	16.00 
2.616	16.00 
1.811	14.00 
1.821	14.00 
1.81	14.00 
2.052	14.00 
2.071	14.00 
2.109	14.00 
2.133	14.00 
2.226	14.00 
2.373	14.00 
2.384	14.00 
2.204	14.00 
2.279	14.00 
2.225	14.00 
2.37	14.00 
2.637	16.00 
2.466	14.00 
2.549	16.00 
2.806	16.00 
2.413	14.00 
2.888	16.00 
2.898	16.00 
3.038	16.00 
2.99	16.00 
2.878	16.00 
2.927	16.00 
2.843	16.00 
2.779	16.00 
2.762	16.00 
2.584	16.00 
2.163	14.00 
1.966	14.00 
1.828	14.00 
1.917	14.00 
2.043	14.00 
1.948	14.00 
1.931	14.00 
1.659	14.00 
1.266	12.00 
1.387	12.00 
1.69	14.00 
1.648	14.00 
1.646	14.00 
1.642	14.00 
1.883	14.00 
1.663	14.00 
1.478	12.00 
1.485	12.00 
1.461	12.00 
1.617	14.00 
1.62	14.00 
1.803	14.00 
1.308	12.00 
1.185	12.00 
1.174	12.00 
1.309	12.00 
1.231	12.00 
1.412	12.00 
1.373	12.00 
1.365	12.00 
1.436	12.00 
0.902	12.00 
0.954	12.00 
0.822	12.00 
0.882	12.00 
0.907	12.00 
1.212	12.00 
1.061	12.00 
1.137	12.00 
1.058	12.00 
0.927	12.00 
0.581	12.00 
0.666	12.00 
0.76	12.00 
0.905	12.00 
1.262	12.00 
1.211	12.00 
1.2	12.00 
0.997	12.00 
0.874	12.00 
0.846	12.00 
0.763	12.00 
0.785	12.00 
0.729	12.00 
0.646	12.00 
0.564	12.00 
0.56	12.00 
1.029	12.00 
0.959	12.00 
0.895	12.00 
0.714	12.00 
0.742	12.00 
0.737	12.00 
1.259	12.00 
1.569	14.00 
1.444	12.00 
1.402	12.00 
1.279	12.00 
1.569	14.00 
1.961	14.00 
1.897	14.00 
1.718	14.00 
1.449	12.00 
1.802	14.00 
2.277	14.00 
2.513	16.00 
2.487	14.00 
2.596	16.00 
2.58	16.00 
2.981	16.00 
2.363	14.00 
2.255	14.00 
2.279	14.00 
1.905	14.00 
2.183	14.00 
2.069	14.00 
1.911	14.00 
1.773	14.00 
1.91	14.00 
2.255	14.00 
1.899	14.00 
1.854	14.00 
1.752	14.00 
1.559	14.00 
2.015	14.00 
2.112	14.00 
2.264	14.00 
2.28	14.00 
2.356	14.00 
2.024	14.00 
2.459	14.00 
2.424	14.00 
2.16	14.00 
2.177	14.00 
2.394	14.00 
2.418	14.00 
2.444	14.00 
2.556	16.00 
2.606	16.00 
2.711	16.00 
2.716	16.00 
2.995	16.00 
2.792	16.00 
3.149	16.00 
3.472	16.00 
3.197	16.00 
3.17	16.00 
3.213	16.00 
3.123	16.00 
3.112	16.00 
3.093	16.00 
2.913	16.00 
2.931	16.00 
3.096	16.00 
2.997	16.00 
3	16.00 
2.747	16.00 
2.534	16.00 
2.741	16.00 
2.966	16.00 
3.144	16.00 
2.912	16.00 
2.881	16.00 
2.905	16.00 
2.782	16.00 
2.777	16.00 
1.942	14.00 
2.066	14.00 
2.155	14.00 
1.948	14.00 
2.172	14.00 
2.485	14.00 
2.523	16.00 
2.528	16.00 
2.67	16.00 
2.384	14.00 
2.654	16.00 
2.875	16.00 
2.828	16.00 
2.895	16.00 
3.922	18.00 
3.84	18.00 
3.862	18.00 
3.225	16.00 
4.102	18.00 
4.197	18.00 
3.652	18.00 
3.847	18.00 
4.365	18.00 
4.266	18.00 
3.769	18.00 
3.494	16.00 
3.115	16.00 
2.888	16.00 
2.316	14.00 
1.92	14.00 
1.041	12.00 
0.955	12.00 
0.693	12.00 
0.584	12.00 
0.516	12.00 
0.745	12.00 
0.755	12.00 
0.735	12.00 
0.763	12.00 
0.795	12.00 
0.551	12.00 
0.662	12.00 
0.574	12.00 
0.692	12.00 
1.242	12.00 
1.264	12.00 
1.458	12.00 
1.292	12.00 
1.563	14.00 
1.522	14.00 
1.219	12.00 
1.191	12.00 
0.791	12.00 
0.506	12.00 
0.593	12.00 
1.782	14.00 
1.848	14.00 
2.146	14.00 
2.031	14.00 
2.154	14.00 
2.253	14.00 
2.361	14.00 
2.873	16.00 
3.005	16.00 
2.635	16.00 
3.345	16.00 
3.397	16.00 
3.74	18.00 
3.832	18.00 
3.476	16.00 
3.338	16.00 
3.412	16.00 
3.502	18.00 
3.559	18.00 
4.01	18.00 
3.736	18.00 
3.7	18.00 
3.714	18.00 
3.743	18.00 
3.994	18.00 
3.844	18.00 
4.177	18.00 
5.076	20.00 
5.156	20.00 
5.302	20.00 
5.221	20.00 
5.053	20.00 
5.5	22.00 
5.74	22.00 
6.043	22.00 
5.877	22.00 
5.691	22.00 
5.035	20.00 
5.466	20.00 
5.994	22.00 
6.179	22.00 
5.608	22.00 
5.685	22.00 
5.066	20.00 
4.486	18.00 
4.106	18.00 
4.08	18.00 
4.506	20.00 
4.405	18.00 
4.442	18.00 
4.994	20.00 
3.981	18.00 
4.257	18.00 
4.188	18.00 
4.236	18.00 
4.171	18.00 
3.973	18.00 
4.394	18.00 
4.083	18.00 
4.013	18.00 
4.031	18.00 
3.921	18.00 
4.258	18.00 
3.995	18.00 
4.001	18.00 
3.734	18.00 
3.744	18.00 
3.716	18.00 
3.949	18.00 
4.181	18.00 
4.115	18.00 
4.123	18.00 
4.137	18.00 
4.162	18.00 
4.045	18.00 
3.816	18.00 
3.912	18.00 
3.72	18.00 
3.664	18.00 
3.955	18.00 
3.716	18.00 
3.156	16.00 
2.573	16.00 
2.49	14.00 
2.605	16.00 
3.008	16.00 
3.096	16.00 
2.382	14.00 
1.941	14.00 
1.824	14.00 
1.497	12.00 
2.015	14.00 
2.586	16.00 
2.454	14.00 
1.949	14.00 
1.958	14.00 
1.766	14.00 
2.075	14.00 
2.235	14.00 
2.322	14.00 
2.575	16.00 
2.2	14.00 
2.185	14.00 
1.999	14.00 
1.374	12.00 
1.674	14.00 
1.503	14.00 
1.711	14.00 
1.703	14.00 
0.873	12.00 
1	12.00 
1.912	14.00 
0.959	12.00 
2.659	16.00 
3.421	16.00 
3.338	16.00 
2.487	14.00 
2.59	16.00 
2.574	16.00 
2.574	16.00 
0.978	12.00 
1.112	12.00 
1.161	12.00 
0.929	12.00 
1.377	12.00 
1.727	14.00 
1.663	14.00 
1.635	14.00 
1.652	14.00 
1.723	14.00 
1.759	14.00 
1.272	12.00 
0.51	12.00 
1.228	12.00 
1.081	12.00 
1.706	14.00 
2.37	14.00 
2.488	14.00 
2.455	14.00 
2.238	14.00 
1.921	14.00 
1.459	12.00 
0.553	12.00 
0.521	12.00 
0.679	12.00 
1.198	12.00 
0.927	12.00 
0.523	12.00 
0.859	12.00 
0.554	12.00 
0.62	12.00 
1.343	12.00 
0.951	12.00 
0.529	12.00 
1.122	12.00 
1.454	12.00 
1.657	14.00 
1.584	14.00 
1.476	12.00 
1.5	14.00 
2.579	16.00 
2.449	14.00 
2.848	16.00 
2.509	16.00 
2.039	14.00 
2.413	14.00 
2.719	16.00 
3.176	16.00 
2.249	14.00 
2.205	14.00 
2.881	16.00 
2.399	14.00 
2.045	14.00 
2.248	14.00 
1.671	14.00 
1.531	14.00 
0.609	12.00 
0.627	12.00 
2.02	14.00 
2.036	14.00 
1.87	14.00 
2.939	16.00 
3.722	18.00 
3.829	18.00 
3.771	18.00 
3.059	16.00 
3.201	16.00 
2.806	16.00 
3.554	18.00 
3.532	18.00 
3.576	18.00 
3.486	16.00 
3.545	18.00 
3.543	18.00 
3.475	16.00 
3.567	18.00 
4.103	18.00 
3.837	18.00 
3.442	16.00 
4.863	20.00 
4.495	18.00 
4.475	18.00 
5.497	20.00 
5.538	22.00 
5.887	22.00 
6.184	22.00 
5.753	22.00 
4.838	20.00 
4.985	20.00 
5.654	22.00 
5.847	22.00 
5.745	22.00 
5.736	22.00 
6.352	22.00 
6.589	24.00 
6.22	22.00 
6.34	22.00 
6.541	24.00 
6.859	24.00 
7.205	24.00 
7.041	24.00 
6.367	22.00 
6.405	22.00 
5.84	22.00 
6.322	22.00 
6.068	22.00 
6.078	22.00 
6.501	24.00 
6.529	24.00 
6.616	24.00 
6.634	24.00 
6.266	22.00 
6.083	22.00 
6.382	22.00 
6.479	22.00 
6.751	24.00 
6.704	24.00 
6.639	24.00 
6.81	24.00 
7.257	24.00 
7.087	24.00 
8.181	26.00 
8.038	26.00 
8.201	26.00 
8.225	26.00 
8.345	26.00 
8.345	26.00 
8.608	28.00 
8.762	28.00 
8.36	26.00 
8.42	26.00 
8.942	28.00 
9.314	28.00 
9.941	30.00 
9.803	30.00 
9.414	28.00 
9.365	28.00 
9.713	30.00 
9.799	30.00 
9.473	28.00 
9.595	30.00 
8.822	28.00 
8.962	28.00 
8.95	28.00 
9.152	28.00 
8.928	28.00 
8.899	28.00 
8.738	28.00 
9.325	28.00 
9.649	30.00 
9.299	28.00 
9.175	28.00 
8.459	26.00 
8.794	28.00 
8.325	26.00 
8.362	26.00 
8.164	26.00 
8.361	26.00 
8.317	26.00 
8.865	28.00 
8.721	28.00 
8.676	28.00 
8.634	28.00 
7.4	24.00 
7.258	24.00 
7.26	24.00 
7.99	26.00 
7.403	24.00 
7.233	24.00 
7.424	24.00 
7.566	26.00 
7.234	24.00 
7.5	26.00 
8.013	26.00 
7.838	26.00 
7.95	26.00 
7.642	26.00 
7.443	24.00 
7.293	24.00 
7.183	24.00 
7.13	24.00 
6.988	24.00 
6.515	24.00 
6.681	24.00 
6.593	24.00 
7.034	24.00 
6.859	24.00 
6.176	22.00 
6.013	22.00 
5.841	22.00 
5.834	22.00 
5.683	22.00 
5.733	22.00 
5.249	20.00 
5.272	20.00 
4.863	20.00 
4.941	20.00 
5.126	20.00 
5.381	20.00 
5.471	20.00 
5.5	22.00 
4.275	18.00 
4.574	20.00 
4.875	20.00 
4.692	20.00 
4.513	20.00 
4.366	18.00 
4.314	18.00 
4.363	18.00 
4.655	20.00 
4.355	18.00 
4.546	20.00 
4.606	20.00 
4.633	20.00 
4.189	18.00 
3.569	18.00 
3.892	18.00 
4.023	18.00 
4.523	20.00 
4.155	18.00 
4.256	18.00 
3.818	18.00 
4.479	18.00 
4.031	18.00 
3.944	18.00 
3.948	18.00 
4.582	20.00 
4.33	18.00 
4.15	18.00 
4.321	18.00 
3.352	16.00 
3.029	16.00 
3.291	16.00 
3.05	16.00 
2.972	16.00 
3.208	16.00 
3.774	18.00 
4.035	18.00 
4.24	18.00 
3.936	18.00 
3.299	16.00 
3.059	16.00 
3.078	16.00 
3.115	16.00 
2.905	16.00 
3.076	16.00 
3.101	16.00 
3.225	16.00 
2.959	16.00 
2.424	14.00 
2.707	16.00 
2.407	14.00 
2.197	14.00 
3.072	16.00 
3.281	16.00 
3.73	18.00 
3.747	18.00 
2.938	16.00 
3.098	16.00 
2.808	16.00 
2.25	14.00 
2.338	14.00 
1.663	14.00 
1.926	14.00 
2.102	14.00 
2.109	14.00 
2.014	14.00 
2.416	14.00 
2.088	14.00 
3.134	16.00 
3.625	18.00 
4.416	18.00 
4.183	18.00 
4.429	18.00 
5.086	20.00 
4.926	20.00 
4.784	20.00 
5.343	20.00 
5.297	20.00 
5.605	22.00 
4.953	20.00 
4.462	18.00 
4.42	18.00 
4.686	20.00 
4.907	20.00 
4.253	18.00 
4.206	18.00 
4.47	18.00 
4.329	18.00 
4.859	20.00 
3.785	18.00 
3.973	18.00 
3.866	18.00 
3.551	18.00 
2.552	16.00 
1.804	14.00 
1.661	14.00 
1.664	14.00 
2.025	14.00 
2.339	14.00 
2.084	14.00 
2.853	16.00 
2.174	14.00 
2.076	14.00 
2.23	14.00 
2.469	14.00 
2.537	16.00 
3.355	16.00 
3.442	16.00 
3.345	16.00 
2.771	16.00 
2.692	16.00 
2.87	16.00 
1.803	14.00 
1.405	12.00 
1.854	14.00 
2.355	14.00 
2.916	16.00 
2.762	16.00 
2.999	16.00 
2.522	16.00 
2.91	16.00 
3.729	18.00 
3.586	18.00 
3.8	18.00 
3.67	18.00 
3.745	18.00 
4.159	18.00 
4.03	18.00 
4.319	18.00 
4.608	20.00 
4.693	20.00 
4.537	20.00 
4.578	20.00 
4.497	18.00 
4.396	18.00 
4.787	20.00 
4.569	20.00 
4.896	20.00 
5.19	20.00 
5.13	20.00 
3.519	18.00 
3.748	18.00 
4.358	18.00 
3.659	18.00 
3.64	18.00 
3.593	18.00 
3.05	16.00 
2.705	16.00 
2.858	16.00 
3.058	16.00 
3.375	16.00 
3.09	16.00 
3	16.00 
2.941	16.00 
3.134	16.00 
2.275	14.00 
2.182	14.00 
2.334	14.00 
2.433	14.00 
2.552	16.00 
2.301	14.00 
2.219	14.00 
2.161	14.00 
1.691	14.00 
1.822	14.00 
1.155	12.00 
2.524	16.00 
2.028	14.00 
2.582	16.00 
2.703	16.00 
2.897	16.00 
3.008	16.00 
3.066	16.00 
3.221	16.00 
3.95	18.00 
4.106	18.00 
3.91	18.00 
4.868	20.00 
4.561	20.00 
4.549	20.00 
4.618	20.00 
4.744	20.00 
4.722	20.00 
4.792	20.00 
4.263	18.00 
4.069	18.00 
4.205	18.00 
3.88	18.00 
4.047	18.00 
4.657	20.00 
4.248	18.00 
4.215	18.00 
5.017	20.00 
4.931	20.00 
4.963	20.00 
4.815	20.00 
4.784	20.00 
4.994	20.00 
4.995	20.00 
4.406	18.00 
3.669	18.00 
3.756	18.00 
3.831	18.00 
3.756	18.00 
3.598	18.00 
2.821	16.00 
3.205	16.00 
3.319	16.00 
2.921	16.00 
2.933	16.00 
3.271	16.00 
3.611	18.00 
2.366	14.00 
2.622	16.00 
2.454	14.00 
2.541	16.00 
2.38	14.00 
1.775	14.00 
2.516	16.00 
2.519	16.00 
2.478	14.00 
3.574	18.00 
3.709	18.00 
3.503	18.00 
3.655	18.00 
3.53	18.00 
3.788	18.00 
3.882	18.00 
4.188	18.00 
5.201	20.00 
5.616	22.00 
5.789	22.00 
6.094	22.00 
5.712	22.00 
5.267	20.00 
4.929	20.00 
4.742	20.00 
4.524	20.00 
5.432	20.00 
5.382	20.00 
4.995	20.00 
5.139	20.00 
5.03	20.00 
5.229	20.00 
3.834	18.00 
3.624	18.00 
3.317	16.00 
3.241	16.00 
2.147	14.00 
1.844	14.00 
2.02	14.00 
1.987	14.00 
1.418	12.00 
1.307	12.00 
1.472	12.00 
1.211	12.00 
1.311	12.00 
1.655	14.00 
2.191	14.00 
2.134	14.00 
2.439	14.00 
1.852	14.00 
1.581	14.00 
1.344	12.00 
1.258	12.00 
1.083	12.00 
1.84	14.00 
1.821	14.00 
1.628	14.00 
1.769	14.00 
1.661	14.00 
1.604	14.00 
1.163	12.00 
1.274	12.00 
1.288	12.00 
2.317	14.00 
2.84	16.00 
2.396	14.00 
2.057	14.00 
2.154	14.00 
2.547	16.00 
2.691	16.00 
2.519	16.00 
2.527	16.00 
2.679	16.00 
2.745	16.00 
2.097	14.00 
2.105	14.00 
2.016	14.00 
2.242	14.00 
2.343	14.00 
1.922	14.00 
0.917	12.00 
0.725	12.00 
0.565	12.00 
0.604	12.00 
0.854	12.00 
1.046	12.00 
1.277	12.00 
2.369	14.00 
2.946	16.00 
3.074	16.00 
2.822	16.00 
2.797	16.00 
2.499	14.00 
2.417	14.00 
2.156	14.00 
1.987	14.00 
2.441	14.00 
1.931	14.00 
2.398	14.00 
2.407	14.00 
2.308	14.00 
2.772	16.00 
2.878	16.00 
2.417	14.00 
2.314	14.00 
2.148	14.00 
2.402	14.00 
2.606	16.00 
2.14	14.00 
2.041	14.00 
2.274	14.00 
2.995	16.00 
2.637	16.00 
2.921	16.00 
2.666	16.00 
2.648	16.00 
3.062	16.00 
3.152	16.00 
3.926	18.00 
4.001	18.00 
4.052	18.00 
3.919	18.00 
3.132	16.00 
3.619	18.00 
3.885	18.00 
3.877	18.00 
4.088	18.00 
4.093	18.00 
4.497	18.00 
4.122	18.00 
4.436	18.00 
4.424	18.00 
4.525	20.00 
4.598	20.00 
4.969	20.00 
3.993	18.00 
3.929	18.00 
3.99	18.00 
3.475	16.00 
3.845	18.00 
3.788	18.00 
2.069	14.00 
1.753	14.00 
2.44	14.00 
1.446	12.00 
1.33	12.00 
1.524	14.00 
1.633	14.00 
2.185	14.00 
1.736	14.00 
1.138	12.00 
1.411	12.00 
1.344	12.00 
0.644	12.00 
0.661	12.00 
0.669	12.00 
0.727	12.00 
1.222	12.00 
0.644	12.00 
0.706	12.00 
0.556	12.00 
0.663	12.00 
0.507	12.00 
0.703	12.00 
1.241	12.00 
0.917	12.00 
1.479	12.00 
1.33	12.00 
1.931	14.00 
1.725	14.00 
1.682	14.00 
1.942	14.00 
2.047	14.00 
1.718	14.00 
1.984	14.00 
1.44	12.00 
1.093	12.00 
0.847	12.00 
0.852	12.00 
0.938	12.00 
1.344	12.00 
1.164	12.00 
0.704	12.00 
0.557	12.00 
1.02	12.00 
0.875	12.00 
1.037	12.00 
1.545	14.00 
1.392	12.00 
0.822	12.00 
0.62	12.00 
1.006	12.00 
1.076	12.00 
1.289	12.00 
1.093	12.00 
1.216	12.00 
1.418	12.00 
1.429	12.00 
1.366	12.00 
1.337	12.00 
1.529	14.00 
1.668	14.00 
1.664	14.00 
1.062	12.00 
0.976	12.00 
0.9	12.00 
1.058	12.00 
0.909	12.00 
0.606	12.00 
0.536	12.00 
0.571	12.00 
0.566	12.00 
0.605	12.00 
0.582	12.00 
0.657	12.00 
0.752	12.00 
0.917	12.00 
0.988	12.00 
1.019	12.00 
0.633	12.00 
0.63	12.00 
0.742	12.00 
0.542	12.00 
0.545	12.00 
0.52	12.00 
0.885	12.00 
1.082	12.00 
1.388	12.00 
1.307	12.00 
1.39	12.00 
1.325	12.00 
1.667	14.00 
1.63	14.00 
2.175	14.00 
2.774	16.00 
2.422	14.00 
2.66	16.00 
1.869	14.00 
1.819	14.00 
1.826	14.00 
1.734	14.00 
1.896	14.00 
1.865	14.00 
1.828	14.00 
1.719	14.00 
1.586	14.00 
1.928	14.00 
2.36	14.00 
2.786	16.00 
3.36	16.00 
3.367	16.00 
3.367	16.00 
3.446	16.00 
3.567	18.00 
3.388	16.00 
3.258	16.00 
3.321	16.00 
3.39	16.00 
3.19	16.00 
2.957	16.00 
3.015	16.00 
3.285	16.00 
3.758	18.00 
3.912	18.00 
3.929	18.00 
3.927	18.00 
3.947	18.00 
4.201	18.00 
4.027	18.00 
3.848	18.00 
3.978	18.00 
4.17	18.00 
4.841	20.00 
4.882	20.00 
4.591	20.00 
3.887	18.00 
3.604	18.00 
3.878	18.00 
3.872	18.00 
4.262	18.00 
4.375	18.00 
4.392	18.00 
4.3	18.00 
4.265	18.00 
4.274	18.00 
4.308	18.00 
4.603	20.00 
4.355	18.00 
3.498	16.00 
3.538	18.00 
3.44	16.00 
3.369	16.00 
3.907	18.00 
3.581	18.00 
3.534	18.00 
3.957	18.00 
4.654	20.00 
4.591	20.00 
4.552	20.00 
4.228	18.00 
3.906	18.00 
4.247	18.00 
4.176	18.00 
4.137	18.00 
3.669	18.00 
3.84	18.00 
3.759	18.00 
3.9	18.00 
3.719	18.00 
3.801	18.00 
3.676	18.00 
3.571	18.00 
3.851	18.00 
3.737	18.00 
3.563	18.00 
3.546	18.00 
3.716	18.00 
3.633	18.00 
3.685	18.00 
2.825	16.00 
2.787	16.00 
2.692	16.00 
2.481	14.00 
2.466	14.00 
2.329	14.00 
2.255	14.00 
1.976	14.00 
1.903	14.00 
1.994	14.00 
1.99	14.00 
1.936	14.00 
1.927	14.00 
2.144	14.00 
2.231	14.00 
2.229	14.00 
2.304	14.00 
2.506	16.00 
2.889	16.00 
2.742	16.00 
2.902	16.00 
2.748	16.00 
2.938	16.00 
2.712	16.00 
2.521	16.00 
2.427	14.00 
2.803	16.00 
2.861	16.00 
2.825	16.00 
2.559	16.00 
2.868	16.00 
2.56	16.00 
2.564	16.00 
2.815	16.00 
2.9	16.00 
3.176	16.00 
2.975	16.00 
2.748	16.00 
2.934	16.00 
2.971	16.00 
2.333	14.00 
2.038	14.00 
1.958	14.00 
1.883	14.00 
1.998	14.00 
1.949	14.00 
1.987	14.00 
1.212	12.00 
2.034	14.00 
2.985	16.00 
3.194	16.00 
3.159	16.00 
2.762	16.00 
2.946	16.00 
3.23	16.00 
3.06	16.00 
3.538	18.00 
3.22	16.00 
3.382	16.00 
3.392	16.00 
3.381	16.00 
3.483	16.00 
4.068	18.00 
3.928	18.00 
3.066	16.00 
3.155	16.00 
3.014	16.00 
2.847	16.00 
2.818	16.00 
3.455	16.00 
3.363	16.00 
3.324	16.00 
3.189	16.00 
3.153	16.00 
2.911	16.00 
2.619	16.00 
2.378	14.00 
2.763	16.00 
2.968	16.00 
2.853	16.00 
2.766	16.00 
2.83	16.00 
2.734	16.00 
2.446	14.00 
1.742	14.00 
1.777	14.00 
1.34	12.00 
1.453	12.00 
1.551	14.00 
1.549	14.00 
0.927	12.00 
1.118	12.00 
1.291	12.00 
1.312	12.00 
1.606	14.00 
1.876	14.00 
1.834	14.00 
1.475	12.00 
2.098	14.00 
1.59	14.00 
1.77	14.00 
1.657	14.00 
1.303	12.00 
1.067	12.00 
1.25	12.00 
1.838	14.00 
3.203	16.00 
2.916	16.00 
3.182	16.00 
3.166	16.00 
2.789	16.00 
3.603	18.00 
4.284	18.00 
4.279	18.00 
4.201	18.00 
4.315	18.00 
4.289	18.00 
4.329	18.00 
4.635	20.00 
4.688	20.00 
4.747	20.00 
4.601	20.00 
4.795	20.00 
5.05	20.00 
4.654	20.00 
4.523	20.00 
4.486	18.00 
4.808	20.00 
4.823	20.00 
5.206	20.00 
5.441	20.00 
5.487	20.00 
5.432	20.00 
5.391	20.00 
5.464	20.00 
5.603	22.00 
5.721	22.00 
5.858	22.00 
5.693	22.00 
5.762	22.00 
4.715	20.00 
4.618	20.00 
4.547	20.00 
4.595	20.00 
4.613	20.00 
4.914	20.00 
